borough,zip_code,persons_injured,persons_killed,pedestrian_injured,pedestrian_killed,cyclist_injured,cyclist_killed,motorist_injured,motorist_killed,factor1,factor2,factor3,factor4,factor5,vehicle1,vehicle2,vehicle3,vehicle4,vehicle5,datetime
Brooklyn,11207,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 20:00
Manhattan,10019,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inexperience,,,,Sedan,Sedan,,,,11/14/2018 20:10
Queens,11354,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,Taxi,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 20:22
Queens,11434,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 20:24
Manhattan,10019,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,,,,,11/14/2018 20:40
Brooklyn,11230,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 20:42
Brooklyn,11226,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,Sedan,Sedan,,,,11/14/2018 21:04
Queens,11101,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Dump,Sedan,,,,11/14/2018 21:16
Manhattan,10010,0,0,0,0,0,0,0,0,Accelerator Defective,Unspecified,Unspecified,,,Station Wagon/Sport Utility Vehicle,Bike,Station Wagon/Sport Utility Vehicle,,,11/14/2018 21:18
Brooklyn,11214,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/14/2018 21:20
Manhattan,10001,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,Taxi,,,,11/14/2018 21:20
Brooklyn,11226,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 21:36
Brooklyn,11207,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 21:40
Manhattan,10019,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 21:48
Queens,11432,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 21:55
Queens,11375,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 22:00
Brooklyn,11230,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 22:05
Manhattan,10065,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Taxi,,,,11/14/2018 22:10
Bronx,10461,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 22:15
Manhattan,10001,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 22:15
Bronx,10457,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 22:20
Brooklyn,11236,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 22:29
Brooklyn,11207,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 22:30
Queens,11691,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,Sedan,Box Truck,,,,11/14/2018 22:30
Brooklyn,11215,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 22:35
Brooklyn,11207,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 22:45
Manhattan,10001,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Taxi,Taxi,,,,11/14/2018 23:00
Queens,11367,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 23:10
Brooklyn,11229,2,0,0,0,0,0,2,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 23:15
Manhattan,10019,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 23:16
Queens,11369,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/14/2018 23:30
Brooklyn,11235,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 23:40
Manhattan,10022,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 23:43
Brooklyn,11229,1,0,1,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,,,,,11/14/2018 23:55
Bronx,10453,1,0,0,0,0,0,1,0,Fell Asleep,Other Vehicular,Other Vehicular,,,Taxi,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,11/14/2018 2:15
Queens,11417,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,Unspecified,Sedan,Sedan,Sedan,Sedan,Sedan,11/14/2018 2:30
Manhattan,10002,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 3:40
Manhattan,10034,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 4:20
Manhattan,10019,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,,,,,11/14/2018 4:34
Brooklyn,11201,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,,,,,11/14/2018 4:41
Manhattan,10033,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Taxi,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 4:51
Bronx,10469,0,0,0,0,0,0,0,0,Unspecified,,,,,Convertible,,,,,11/14/2018 5:20
Manhattan,10128,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 5:21
Bronx,10451,0,0,0,0,0,0,0,0,Backing Unsafely,Other Vehicular,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 5:30
Queens,11434,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 5:50
Bronx,10472,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Taxi,Sedan,,,,11/14/2018 6:08
Manhattan,10128,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Taxi,,,,11/14/2018 6:09
Manhattan,10016,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,,,,Sedan,Sedan,,,,11/14/2018 6:15
Bronx,10469,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,Box Truck,Pick-up Truck,,,,11/14/2018 6:20
Queens,11372,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 6:20
Brooklyn,11201,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Sedan,Pick-up Truck,,,,11/14/2018 7:50
Bronx,10456,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Box Truck,,,,11/14/2018 6:30
Bronx,10465,1,0,0,0,0,0,1,0,Unspecified,,,,,Sedan,,,,,11/14/2018 6:30
Bronx,10456,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 6:45
Bronx,10457,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,,,,Taxi,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 6:50
Brooklyn,11219,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 6:52
Queens,11377,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,Unspecified,,,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,11/14/2018 7:00
Queens,11413,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,Unspecified,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,,11/14/2018 7:00
Manhattan,10003,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Dump,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 7:10
Manhattan,10016,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Taxi,Sedan,,,,11/14/2018 7:10
Manhattan,10036,0,0,0,0,0,0,0,0,Other Vehicular,Passing Too Closely,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 7:15
Bronx,10473,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,,,,,11/14/2018 7:20
Bronx,10465,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 7:24
Bronx,10456,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/14/2018 7:30
Queens,11377,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 7:30
Queens,11432,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 7:40
Queens,11373,1,0,1,0,0,0,0,0,Glare,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 7:45
Manhattan,10019,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,Box Truck,Sedan,,,,11/14/2018 7:57
Brooklyn,11210,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 8:00
Manhattan,10022,0,0,0,0,0,0,0,0,Unspecified,,,,,Van,,,,,11/14/2018 8:00
Queens,11415,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 8:00
Queens,11420,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 8:00
Brooklyn,11208,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 8:03
Manhattan,10021,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 8:06
Manhattan,10065,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Van,Sedan,,,,11/14/2018 8:09
Queens,11106,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 8:10
Brooklyn,11201,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 8:15
Brooklyn,11228,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Motorcycle,,,,11/14/2018 8:15
Brooklyn,11209,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 8:16
Queens,11374,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 8:19
Brooklyn,11234,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Bus,,,,11/14/2018 8:20
Bronx,10467,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Sedan,,,,,11/14/2018 8:22
Brooklyn,11219,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 8:24
Bronx,10457,2,0,0,0,0,0,2,0,Passing or Lane Usage Improper,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 8:28
Brooklyn,11201,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 8:30
Queens,11356,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 8:30
Manhattan,10035,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,PK,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 8:30
Manhattan,10023,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Tractor Truck Gasoline,Tractor Truck Gasoline,,,,11/14/2018 8:45
Staten Island,10304,0,0,0,0,0,0,0,0,View Obstructed/Limited,View Obstructed/Limited,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 8:46
Bronx,10463,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Pick-up Truck,Amb,,,,11/14/2018 8:48
Bronx,10458,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 8:50
Bronx,10460,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 8:50
Brooklyn,11229,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/14/2018 8:50
Manhattan,10029,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Taxi,Taxi,,11/14/2018 8:50
Queens,11360,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 8:55
Queens,11434,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Taxi,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 8:55
Brooklyn,11210,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Beverage Truck,,,,11/14/2018 9:00
Manhattan,10029,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 9:00
Queens,11416,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 9:00
Queens,11435,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/14/2018 9:00
Bronx,10461,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 9:00
Bronx,10457,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/14/2018 9:08
Queens,11358,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 9:10
Bronx,10457,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 9:11
Bronx,10459,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 9:20
Brooklyn,11229,0,0,0,0,0,0,0,0,Following Too Closely,Passing or Lane Usage Improper,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 9:30
Queens,11101,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 9:30
Queens,11354,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 9:30
Queens,11691,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/14/2018 9:30
Bronx,10451,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 9:30
Brooklyn,11221,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Van,,,,11/14/2018 9:35
Staten Island,10314,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 9:36
Bronx,10467,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 9:40
Brooklyn,11226,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/14/2018 9:45
Queens,11101,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 9:45
Manhattan,10003,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unsafe Lane Changing,,,,Bus,Taxi,,,,11/14/2018 9:50
Bronx,10453,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,Bus,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 0:00
Bronx,10457,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Taxi,Sedan,,,,11/13/2018 0:00
Queens,11413,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 0:00
Manhattan,10030,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,,,,,11/13/2018 0:05
Brooklyn,11201,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Sedan,Taxi,,,,11/13/2018 0:34
Brooklyn,11205,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 0:40
Bronx,10473,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,,,,,11/13/2018 10:00
Queens,11101,0,0,0,0,0,0,0,0,Backing Unsafely,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 10:00
Staten Island,10305,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 10:00
Manhattan,10036,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Sedan,Box Truck,,,,11/13/2018 10:04
Manhattan,10013,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 10:07
Manhattan,10022,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Box Truck,Sedan,,,,11/13/2018 10:07
Queens,11432,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 10:10
Manhattan,10002,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Pick-up Truck,,,,11/13/2018 10:15
Manhattan,10029,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Tractor Truck Gasoline,Sedan,,,,11/13/2018 10:15
Queens,11433,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 10:15
Brooklyn,11204,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Van,Van,,,,11/13/2018 10:17
Bronx,10475,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 10:18
Brooklyn,11225,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 10:20
Bronx,10469,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 10:25
Brooklyn,11218,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,Sedan,,,,,11/13/2018 10:28
Bronx,10454,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,Sedan,Box Truck,,,,11/13/2018 10:30
Bronx,10457,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 10:30
Bronx,10458,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Sedan,,,,,11/13/2018 10:30
Brooklyn,11204,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Carry All,,,,,11/13/2018 10:30
Brooklyn,11221,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 10:30
Manhattan,10013,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Pick-up Truck,Taxi,,,,11/13/2018 10:30
Manhattan,10032,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Pick-up Truck,,,,,11/13/2018 10:30
Queens,11368,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Box Truck,Sedan,,,,11/13/2018 10:35
Brooklyn,11209,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 10:40
Staten Island,10306,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 10:40
Brooklyn,11214,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 10:50
Queens,11354,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Sedan,Pick-up Truck,,,,11/13/2018 10:50
Queens,11367,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 10:50
Queens,11377,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,Sedan,Box Truck,,,,11/13/2018 10:53
Manhattan,10019,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 10:56
Bronx,10459,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,Pick-up Truck,Pick-up Truck,Pick-up Truck,,,11/13/2018 11:00
Bronx,10461,0,0,0,0,0,0,0,0,Other Vehicular,Passing Too Closely,,,,Sedan,Sedan,,,,11/13/2018 11:00
Brooklyn,11206,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 11:00
Brooklyn,11209,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 11:00
Brooklyn,11215,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 11:00
Queens,11433,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,11/13/2018 11:00
Queens,11694,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 11:00
Bronx,10475,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Sedan,,,,,11/13/2018 11:03
Staten Island,10305,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 11:06
Bronx,10468,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 11:07
Staten Island,10304,0,0,0,0,0,0,0,0,Other Vehicular,,,,,Sedan,,,,,11/13/2018 11:10
Brooklyn,11220,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 11:15
Brooklyn,11217,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/13/2018 11:18
Bronx,10462,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 11:19
Queens,11432,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 11:20
Bronx,10461,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,,,,,11/13/2018 11:30
Brooklyn,11219,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 11:30
Manhattan,10010,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unsafe Lane Changing,,,,Sedan,Taxi,,,,11/13/2018 11:30
Brooklyn,11225,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Tow Truck / Wrecker,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 11:33
Queens,11427,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 11:35
Bronx,10462,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,Unspecified,Unspecified,,Box Truck,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,11/13/2018 11:40
Manhattan,10000,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,11/13/2018 11:40
Queens,11101,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 11:40
Queens,11106,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/13/2018 11:40
Brooklyn,11203,1,0,0,0,0,0,1,0,Unspecified,,,,,Van,Bus,,,,11/13/2018 11:44
Manhattan,10001,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Taxi,Bus,,,,11/13/2018 11:45
Bronx,10461,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/13/2018 11:50
