borough,zip_code,persons_injured,persons_killed,pedestrian_injured,pedestrian_killed,cyclist_injured,cyclist_killed,motorist_injured,motorist_killed,factor1,factor2,factor3,factor4,factor5,vehicle1,vehicle2,vehicle3,vehicle4,vehicle5,datetime
Queens,11361,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 17:15
Brooklyn,11211,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Box Truck,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 17:20
Brooklyn,11205,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 17:30
Brooklyn,11230,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,,11/15/2018 17:30
Brooklyn,11238,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/15/2018 17:30
Manhattan,10021,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 17:30
Queens,11364,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 17:30
Queens,11419,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Sedan,,,,11/15/2018 17:30
Queens,11423,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/15/2018 17:30
Queens,11428,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/15/2018 17:30
Queens,11413,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/15/2018 17:30
Brooklyn,11232,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/15/2018 17:34
Manhattan,10022,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,Sedan,,,,,11/15/2018 17:44
Bronx,10465,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 17:45
Queens,11365,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/15/2018 17:47
Brooklyn,11201,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 17:50
Manhattan,10021,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/15/2018 17:50
Queens,11434,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,Sedan,FED E,,,,11/15/2018 17:50
Queens,11378,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,,,,,11/15/2018 17:51
Queens,11101,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Taxi,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 17:57
Brooklyn,11204,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 18:00
Brooklyn,11211,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,Sedan,Snow Plow,,,,11/15/2018 18:00
Queens,11354,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Taxi,Sedan,,,,11/15/2018 18:00
Queens,11358,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Sedan,,,,11/15/2018 18:00
Queens,11429,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/15/2018 18:00
Queens,11434,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,Sedan,Sedan,,,,11/15/2018 18:00
Brooklyn,11205,1,0,1,0,0,0,0,0,Pavement Slippery,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 18:00
Queens,11419,2,0,0,0,0,0,2,0,Driver Inexperience,Unspecified,,,,Sedan,Sedan,,,,11/15/2018 18:00
Queens,11420,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 18:01
Queens,11355,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Sedan,,,,11/15/2018 18:08
Brooklyn,11211,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,Sedan,Sedan,,,,11/15/2018 18:10
Brooklyn,11249,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 18:10
Brooklyn,11211,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,,,,,11/15/2018 18:15
Brooklyn,11238,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 18:16
Staten Island,10306,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Pick-up Truck,,,,11/15/2018 18:20
Queens,11377,2,0,0,0,0,0,2,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 18:20
Brooklyn,11216,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Pick-up Truck,Sedan,,,,11/15/2018 18:24
Brooklyn,11211,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 18:30
Queens,11364,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 18:45
Queens,11354,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 18:50
Brooklyn,11235,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 18:51
Queens,11368,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 19:00
Queens,11432,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,,,,,11/15/2018 19:00
Queens,11004,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 19:00
Brooklyn,11207,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Bus,,,,11/15/2018 19:04
Queens,11418,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Unspecified,,,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,11/15/2018 19:25
Brooklyn,11231,0,0,0,0,0,0,0,0,Turning Improperly,Traffic Control Disregarded,Other Vehicular,,,Sedan,Van,,,,11/15/2018 19:27
Queens,11373,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/15/2018 19:30
Queens,11411,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/15/2018 19:30
Brooklyn,11225,0,0,0,0,0,0,0,0,Pavement Slippery,Unspecified,,,,Sedan,Sedan,,,,11/15/2018 19:38
Queens,11691,1,0,1,0,0,0,0,0,Pavement Slippery,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 19:50
Manhattan,10003,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,,,,,11/15/2018 1:00
Queens,11429,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 1:05
Brooklyn,11201,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Reaction to Uninvolved Vehicle,,,,Sedan,Sedan,,,,11/15/2018 1:20
Manhattan,10022,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,Taxi,Pick-up Truck,,,,11/15/2018 1:40
Queens,11368,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 20:00
Manhattan,10017,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Pick-up Truck,,,,11/15/2018 20:05
Brooklyn,11215,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Bus,Sedan,,,,11/15/2018 20:18
Queens,11419,1,0,1,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 20:24
Queens,11354,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,Sedan,Sedan,,,,11/15/2018 20:30
Queens,11417,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Sedan,,,,11/15/2018 20:30
Manhattan,10016,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 20:44
Manhattan,10024,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/15/2018 20:58
Manhattan,10022,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,Sedan,,,,,11/15/2018 21:00
Queens,11411,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Bus,,,,11/15/2018 21:00
Queens,11355,4,0,0,0,0,0,4,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 21:00
Queens,11422,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/15/2018 21:15
Staten Island,10312,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 21:15
Brooklyn,11210,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/15/2018 21:20
Manhattan,10022,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Oversized Vehicle,,,,Bus,Sedan,,,,11/15/2018 21:20
Queens,11434,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 21:20
Queens,11421,1,0,0,0,0,0,1,0,Pavement Slippery,Unspecified,,,,Sedan,Sedan,,,,11/15/2018 21:26
Queens,11422,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 21:30
Brooklyn,11214,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Bike,Sedan,,,,11/15/2018 21:50
Queens,11368,0,0,0,0,0,0,0,0,Pavement Slippery,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/15/2018 22:00
Brooklyn,11205,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 22:33
Brooklyn,11249,0,0,0,0,0,0,0,0,Other Vehicular,,,,,Sedan,,,,,11/15/2018 22:39
Brooklyn,11217,0,0,0,0,0,0,0,0,Pavement Slippery,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 22:50
Manhattan,10065,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Taxi,,,,11/15/2018 23:50
Manhattan,10019,0,0,0,0,0,0,0,0,Driver Inexperience,Driver Inexperience,,,,Sedan,Box Truck,,,,11/15/2018 2:40
Manhattan,10022,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Taxi,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 3:10
Manhattan,10036,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/15/2018 4:30
Manhattan,10035,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/15/2018 4:51
Manhattan,10030,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Taxi,,,,11/15/2018 5:01
Queens,11420,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,Taxi,Sedan,Taxi,,,11/15/2018 5:40
Brooklyn,11217,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Passing or Lane Usage Improper,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/15/2018 5:45
Brooklyn,11217,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/15/2018 5:45
Bronx,10474,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Tractor Truck Diesel,Van,,,,11/15/2018 6:00
Bronx,10475,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 6:03
Brooklyn,11226,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 6:23
Brooklyn,11229,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 6:30
Brooklyn,11223,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/15/2018 6:36
Queens,11368,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 6:48
Queens,11377,1,0,1,0,0,0,0,0,Alcohol Involvement,,,,,Sedan,,,,,11/15/2018 6:53
Queens,11418,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 7:00
Queens,11414,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 7:30
Queens,11420,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Pick-up Truck,,,,11/15/2018 7:30
Queens,11434,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Taxi,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 7:45
Manhattan,10036,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,Flat Bed,Box Truck,,,,11/15/2018 7:50
Brooklyn,11208,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 8:00
Brooklyn,11219,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Bus,,,,11/15/2018 8:00
Queens,11364,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Van,Sedan,,,,11/15/2018 8:00
Queens,11420,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,Sedan,Sedan,,,,11/15/2018 8:00
Brooklyn,11229,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 8:04
Bronx,10470,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Box Truck,,,,11/15/2018 8:10
Manhattan,10010,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Failure to Yield Right-of-Way,,,,Sedan,Sedan,,,,11/15/2018 8:15
Queens,11363,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/15/2018 8:15
Brooklyn,11203,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/15/2018 8:20
Queens,11354,0,0,0,0,0,0,0,0,Oversized Vehicle,Passing or Lane Usage Improper,,,,Sedan,Tractor Truck Diesel,,,,11/15/2018 8:30
Bronx,10472,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 8:35
Brooklyn,11211,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 8:35
Queens,11367,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/15/2018 8:40
Queens,11422,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/15/2018 8:42
Manhattan,10036,1,0,1,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 8:45
Bronx,10453,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Sedan,Sedan,,,,11/15/2018 8:50
Brooklyn,11235,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/15/2018 8:50
Brooklyn,11211,2,0,2,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 8:50
Bronx,10453,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Bike,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 9:10
Queens,11419,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 9:15
Brooklyn,11209,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 9:20
Bronx,10459,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 9:22
Brooklyn,11218,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,,,,,11/15/2018 9:25
Queens,11377,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Passing Too Closely,,,,Convertible,Tanker,,,,11/15/2018 9:26
Brooklyn,11215,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 9:30
Manhattan,10023,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,Box Truck,Taxi,,,,11/15/2018 9:30
Manhattan,10118,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unspecified,,,,Sedan,Flat Bed,,,,11/15/2018 9:30
Queens,11375,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 9:32
Queens,11422,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/15/2018 9:45
Bronx,10453,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Taxi,,,,11/14/2018 0:00
Manhattan,10012,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,Taxi,Taxi,,,,11/14/2018 0:00
Queens,11372,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 0:00
Queens,11411,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 0:00
Queens,11412,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 0:00
Bronx,10470,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 0:00
Brooklyn,11229,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 0:15
Manhattan,10021,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,Taxi,Station Wagon/Sport Utility Vehicle,Taxi,Station Wagon/Sport Utility Vehicle,,11/14/2018 0:15
Queens,11412,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/14/2018 0:30
Bronx,10469,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 0:33
Queens,11101,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 10:00
Queens,11356,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 10:00
Queens,11432,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 10:00
Brooklyn,11219,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 10:05
Brooklyn,11222,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Passing Too Closely,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 10:10
Queens,11411,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 10:15
Brooklyn,11217,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 10:15
Brooklyn,11239,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Sedan,,,,11/14/2018 10:20
Bronx,10459,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 10:22
Bronx,10466,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,Ambulance,,,,,11/14/2018 10:30
Brooklyn,11206,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 10:30
Brooklyn,11228,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 10:30
Manhattan,10019,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,Box Truck,Dump,,,,11/14/2018 10:30
Queens,11417,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 10:30
Queens,11370,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,,,,Sedan,Sedan,,,,11/14/2018 10:30
Manhattan,10033,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 10:39
Manhattan,10013,0,0,0,0,0,0,0,0,Oversized Vehicle,Oversized Vehicle,,,,Sedan,,,,,11/14/2018 10:40
Queens,11436,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 10:40
Manhattan,10022,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Box Truck,Sedan,,,,11/14/2018 10:45
Bronx,10451,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Sedan,Motorcycle,,,,11/14/2018 10:50
Queens,11374,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,Sedan,Box Truck,,,,11/14/2018 10:50
Queens,11101,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 10:55
Brooklyn,11231,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,Pick-up Truck,Sedan,,,,11/14/2018 10:57
Brooklyn,11230,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Box Truck,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 11:00
Queens,11101,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 11:00
Queens,11363,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 11:00
Queens,11432,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 11:15
Brooklyn,11229,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,Sedan,,,,,11/14/2018 11:15
Bronx,10468,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 11:18
Brooklyn,11239,0,0,0,0,0,0,0,0,Unspecified,,,,,Station Wagon/Sport Utility Vehicle,,,,,11/14/2018 11:20
Manhattan,10024,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Box Truck,Box Truck,,,,11/14/2018 11:20
Bronx,10451,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Taxi,Sedan,Station Wagon/Sport Utility Vehicle,,,11/14/2018 11:30
Queens,11413,2,0,0,0,0,0,2,0,Unsafe Lane Changing,View Obstructed/Limited,,,,Sedan,Sedan,,,,11/14/2018 11:35
Bronx,10454,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Following Too Closely,,,,Box Truck,Sedan,,,,11/14/2018 11:40
Brooklyn,11206,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,Box Truck,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 11:40
Queens,11691,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,,,,Sedan,Sedan,,,,11/14/2018 11:40
Queens,11691,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 11:42
Queens,11358,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,Van,,,,,11/14/2018 11:55
Queens,11434,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 11:55
Queens,11358,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,Sedan,Station Wagon/Sport Utility Vehicle,,,,11/14/2018 12:00
Manhattan,10036,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,Pick-up Truck,Sedan,,,,11/14/2018 12:03
Queens,11368,0,0,0,0,0,0,0,0,Unspecified,,,,,Sedan,,,,,11/14/2018 12:30
Brooklyn,11208,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,Sedan,,,,,11/14/2018 12:30
